Video_ID,Title,Category,Published_Date,Views,Likes,Dislikes,Comments,Shares,Subscribers_Gained,Subscribers_Lost,Watch_Time_Minutes,Average_Percent_Watched,Average_View_Duration,Impressions,Click_Through_Rate,Traffic_Source,Device_Type,Audience_Country,Revenue,Gender,YouTuber_Name
VID0156,Travel Vlog: Europe,Education,05-06-2023,173070,28279,1863,206,1869,421,364,7590,37.13,532,2516,0.31,External,Tablet,Canada,52.67,Male,SmartTechie
VID0157,Gaming Secrets Unveiled,Gaming,06-06-2023,451062,35362,115,4875,1819,839,373,8993,18.51,274,856042,2.35,Suggested,Mobile,Canada,889.14,Male,DIYExpert
VID0158,Cooking with Flair,Lifestyle,07-06-2023,95071,12777,2384,1319,657,617,36,3089,78.25,507,523695,4.81,External,Mobile,USA,219.18,Male,ChefAntonio
VID0159,Fashion Hacks for 2023,Education,08-06-2023,269784,18368,4976,1141,1338,471,341,8443,64.54,338,964313,4.3,Search,Mobile,Canada,678.54,Female,FitnessPro
VID0160,Street Food Tasting,Technology,09-06-2023,307691,12430,3935,4627,1467,892,326,17809,61.33,260,532062,8.62,Direct,TV,Germany,582.55,Male,SmartTechie
VID0161,Healthy Living Tips,Technology,10-06-2023,317764,20833,4935,7389,1342,546,406,12014,14.82,412,16248,5.47,External,Mobile,Germany,552.94,Female,ScienceNerd
VID0162,Mind-Blowing Science Experiments,Education,11-06-2023,147389,38047,2490,2690,1464,630,424,9098,22.64,184,413891,6.93,Search,Tablet,USA,859.36,Female,AdventureSeeker
VID0163,Tech Reviews: Best Smartphones,Lifestyle,12-06-2023,116608,27386,942,7323,1115,525,231,2822,66.03,204,498426,4.75,Search,TV,Canada,101.57,Female,FitnessPro
VID0164,DIY Home Makeover,Education,13-06-2023,270708,6710,1724,3255,178,502,92,4756,28.7,144,536614,4.45,Search,TV,UK,347.03,Male,DIYExpert
VID0165,Healthy Living Tips,Technology,14-06-2023,159417,6530,2334,8281,1079,13,335,17809,55.37,419,869940,4.52,External,Tablet,Canada,538.25,Male,GardenGuru
VID0166,Thrilling Game Walkthrough,Entertainment,15-06-2023,114824,40022,2767,5213,1178,777,101,4233,59.04,340,654076,4.17,Search,TV,Germany,811.29,Male,LifeCoachAnna
VID0167,Top Tech Innovations,Gaming,16-06-2023,488439,13928,1137,4108,1695,651,411,19353,35.52,329,427845,5.43,Suggested,Tablet,India,216.44,Female,WanderlustJen
VID0168,Fashion Hacks for 2023,Technology,17-06-2023,255444,43013,2527,3020,110,805,431,1342,95.36,47,201581,2.58,Search,Desktop,India,802.93,Female,TechGuru
VID0169,Educational Insights: Math,Education,18-06-2023,80273,31597,4117,1857,136,363,165,8639,85.82,41,775842,8.92,Suggested,Tablet,UK,399.64,Female,InspireNow
VID0170,Unboxing Latest Gadgets,Gaming,19-06-2023,338003,39356,3420,8996,231,118,158,1931,75.01,433,417206,3.4,Direct,TV,Canada,188.91,Male,TravelLover
VID0171,Mind-Blowing Science Experiments,Education,20-06-2023,212837,36718,4778,9136,991,237,13,18053,17.02,261,892555,1.56,Suggested,Tablet,USA,758.99,Male,TravelLover
VID0172,Inspirational Life Stories,Education,21-06-2023,111017,49941,3906,2789,467,545,372,7346,19.55,307,173007,1.06,Direct,Desktop,Canada,90.9,Female,CalmWithYoga
VID0173,Travel Vlog: Europe,Entertainment,22-06-2023,468254,46432,3637,3875,731,168,224,18402,54.35,382,730877,0.23,Direct,Mobile,UK,514.77,Female,WanderlustJen
VID0174,Cooking with Flair,Gaming,23-06-2023,124618,26626,2953,7605,480,521,72,3332,24.46,332,926524,4.29,Suggested,Mobile,UK,63.88,Male,TechGuru
VID0175,Yoga for Stress Relief,Gaming,24-06-2023,446609,30258,2367,9802,1091,633,248,3858,98.04,570,520640,1.96,Direct,Mobile,UK,356.42,Female,Fashionista
VID0176,Street Food Tasting,Entertainment,25-06-2023,460297,25132,4221,8135,813,912,90,6097,24.27,499,223523,0.31,Suggested,TV,India,601.08,Female,AdventureSeeker
VID0177,Hidden Travel Destinations,Technology,26-06-2023,126341,37946,276,6055,1272,656,215,18839,53.87,106,345750,5.25,External,Desktop,Canada,556.12,Male,TechGuru
VID0178,Yoga for Stress Relief,Education,27-06-2023,496866,45036,1999,3882,993,962,460,11072,42.77,550,717737,6.83,Direct,Tablet,Canada,404.66,Male,TravelLover
VID0179,Thrilling Game Walkthrough,Lifestyle,28-06-2023,292574,29894,1227,7175,322,957,89,15468,67.54,53,937802,0.95,Suggested,Tablet,USA,429.05,Male,CarCritic
VID0180,Unboxing Latest Gadgets,Education,29-06-2023,207604,5548,3752,7129,921,734,28,1924,21.61,44,317282,4.66,Direct,Tablet,UK,226.77,Female,InspireNow
VID0181,Travel Vlog: Europe,Education,30-06-2023,28788,28961,3735,5021,903,882,434,10783,48.73,554,69572,7.46,Search,Tablet,UK,455.88,Male,CarCritic
VID0182,Fitness Routines for Beginners,Technology,01-07-2023,227577,28241,695,4735,1541,768,304,4160,34.72,376,67809,9.86,Suggested,TV,Germany,953.25,Male,AdventureSeeker
VID0183,Thrilling Game Walkthrough,Education,02-07-2023,442759,9174,1309,2387,1999,779,426,504,89.9,201,161466,6.71,Search,TV,Germany,850.45,Female,StreetEats
VID0184,Fitness Routines for Beginners,Entertainment,03-07-2023,408135,6506,4152,6582,1815,870,475,18205,13.65,356,980967,2.52,Direct,Desktop,India,145.23,Male,AdventureSeeker
VID0185,Inspirational Life Stories,Entertainment,04-07-2023,332490,31923,3234,9133,1455,515,219,11117,92.24,514,502275,7.19,Direct,Tablet,Canada,29.78,Female,DIYExpert
VID0186,Gaming Secrets Unveiled,Gaming,05-07-2023,359266,23391,4114,5866,1510,937,327,3945,84.97,518,387368,6.02,External,Mobile,USA,933.52,Female,InspireNow
VID0187,Inspirational Life Stories,Lifestyle,06-07-2023,40974,41668,2311,2566,605,396,214,11484,36.78,491,186139,2.2,Suggested,TV,USA,526.75,Female,GadgetUnboxer
VID0188,Home Gardening Tips,Education,07-07-2023,370453,32103,2841,975,428,865,220,16548,81.04,407,914775,8.53,Search,Desktop,UK,537.84,Female,LifeCoachAnna
VID0189,Healthy Living Tips,Education,08-07-2023,17371,46951,4208,7212,1292,105,388,9591,12.81,193,560114,4.33,External,Desktop,USA,780.72,Female,EduMath
VID0190,Yoga for Stress Relief,Technology,09-07-2023,308228,34506,3559,9146,1732,84,41,13212,97.02,401,710919,9.62,Direct,TV,UK,314.69,Male,DIYExpert
VID0191,Hidden Travel Destinations,Entertainment,10-07-2023,423845,23412,3398,1262,1560,213,134,11885,57.39,453,792011,7.26,Direct,Mobile,Canada,481.91,Male,DIYExpert
VID0192,Unboxing Latest Gadgets,Lifestyle,11-07-2023,183256,43208,541,5047,147,120,41,1068,37.3,506,943842,6.48,External,Mobile,USA,968.66,Female,TravelLover
VID0193,Top Tech Innovations,Gaming,12-07-2023,325060,1482,2694,9135,1141,131,163,468,42.63,411,384056,7.31,Search,Tablet,UK,672.15,Female,DIYExpert
VID0194,Top Tech Innovations,Entertainment,13-07-2023,74972,34271,4674,7382,849,849,360,8524,15.98,184,612128,4.83,Direct,TV,Canada,153.75,Male,SmartTechie
VID0195,Mind-Blowing Science Experiments,Gaming,14-07-2023,194259,41879,1088,6231,366,196,282,2342,99.04,286,965113,5.1,Direct,Mobile,Canada,133.23,Male,EduMath
VID0196,Car Review: Latest Model,Technology,15-07-2023,276128,3392,3363,3327,849,18,57,3183,13.54,97,872143,8.53,Suggested,TV,UK,204.26,Male,TechGuru
VID0197,Yoga for Stress Relief,Technology,16-07-2023,296183,41879,24,5630,1089,641,301,13422,68.94,373,419310,6.84,External,Desktop,UK,766.71,Female,TravelLover
VID0198,Fashion Hacks for 2023,Education,17-07-2023,86431,33287,1572,2259,1993,11,321,1569,49.85,306,305393,8.98,Direct,Desktop,India,295.38,Female,CarCritic
VID0199,Car Review: Latest Model,Lifestyle,18-07-2023,346835,12511,2958,1257,812,80,24,4825,95.4,420,692152,8.92,Search,Desktop,Canada,21.39,Female,TechGuru
VID0200,Top Tech Innovations,Gaming,19-07-2023,321750,37385,4236,464,1393,329,72,4359,32.14,478,642980,9.77,Suggested,TV,UK,944.17,Male,ScienceNerd
VID0201,Yoga for Stress Relief,Entertainment,20-07-2023,404832,15522,1767,3294,174,865,372,3722,57.89,288,861466,7.03,External,Tablet,Canada,169.71,Female,GadgetUnboxer
VID0202,Fitness Routines for Beginners,Technology,21-07-2023,365809,42568,4743,6774,1854,773,410,10392,53.41,336,252249,5.07,Search,Tablet,USA,9.56,Male,LifeCoachAnna
VID0203,Tech Reviews: Best Smartphones,Education,22-07-2023,106373,32471,2235,7431,587,391,128,17307,73.26,124,866165,1.75,Direct,Mobile,Germany,237.13,Female,GamerKing
VID0204,Inspirational Life Stories,Education,23-07-2023,182144,5793,200,1230,494,636,86,3531,16.12,493,576606,7.08,External,TV,Germany,235.03,Male,AdventureSeeker
VID0205,Cooking with Flair,Gaming,24-07-2023,287718,33635,3198,9076,972,306,329,4251,27.44,275,898842,2.99,External,Tablet,UK,422.01,Male,CarCritic
VID0206,Inspirational Life Stories,Technology,25-07-2023,397646,14918,256,3805,1137,266,425,4313,29.31,216,538217,2.9,Search,TV,UK,920.39,Female,TechGuru
VID0207,Fitness Routines for Beginners,Lifestyle,26-07-2023,251195,31338,3747,6419,1134,446,435,15335,76.43,402,582536,2.46,External,Tablet,Canada,879.18,Male,CarCritic
VID0208,Hidden Travel Destinations,Technology,27-07-2023,144748,30974,4642,5750,1784,440,152,9089,27.02,435,573595,8.76,Search,Desktop,UK,456.89,Male,TechGuru
VID0209,Fitness Routines for Beginners,Gaming,28-07-2023,405032,26815,2241,3856,1462,894,181,879,61.61,437,269784,8.69,Direct,Desktop,Canada,410.9,Female,InspireNow
VID0210,Fashion Hacks for 2023,Gaming,29-07-2023,33733,27705,3175,3135,1738,651,124,15451,29.37,154,325870,6.35,Suggested,Mobile,UK,555.01,Male,CarCritic
VID0211,Hidden Travel Destinations,Technology,30-07-2023,217752,34417,3606,6953,1170,840,66,11142,87.55,366,762949,4.78,Search,Desktop,Canada,243.45,Female,SmartTechie
VID0212,Hidden Travel Destinations,Gaming,31-07-2023,3050,31274,3336,9116,34,1,5,19376,94.8,370,408617,6.75,Suggested,Tablet,UK,52.18,Female,GamerKing
VID0213,Epic Gaming Adventure,Technology,01-08-2023,110996,10056,4897,6034,998,519,124,5634,56.66,592,875747,6.11,External,Mobile,India,939.22,Male,EduMath
VID0214,DIY Home Makeover,Entertainment,02-08-2023,34933,39008,413,4589,1332,761,313,3406,41.71,207,815457,4.22,Search,Mobile,Canada,186.7,Male,GameMaster
VID0215,Educational Insights: Math,Technology,03-08-2023,25951,10937,2014,1546,537,650,325,3002,31.07,199,283135,3.86,Direct,Desktop,India,198.4,Female,AdventureSeeker
VID0216,DIY Home Makeover,Technology,04-08-2023,33413,3816,1381,6065,749,635,52,13491,14.48,68,200388,3.89,Search,TV,India,472.46,Female,TravelLover
VID0217,Car Review: Latest Model,Gaming,05-08-2023,166873,4581,1098,1094,1037,308,65,3818,34.17,98,166552,5.93,Search,Desktop,India,491.61,Female,AdventureSeeker
VID0218,Street Food Tasting,Gaming,06-08-2023,187691,24382,3426,2411,373,739,313,121,68.88,265,507233,6.51,Search,Desktop,India,18.43,Male,ScienceNerd
VID0219,Thrilling Game Walkthrough,Education,07-08-2023,427129,6648,3655,2617,556,521,81,1600,58.03,589,227097,4.57,Suggested,Mobile,USA,147.95,Female,DIYExpert
VID0220,Gaming Secrets Unveiled,Education,08-08-2023,375717,37705,909,8954,1451,468,86,9134,94.96,410,8578,9.69,Suggested,Desktop,Germany,378.15,Male,CalmWithYoga
VID0221,DIY Home Makeover,Entertainment,09-08-2023,434816,7858,187,4145,1751,211,1,15899,45.66,86,616442,0.93,External,Tablet,USA,683.73,Female,LifeCoachAnna
VID0222,Yoga for Stress Relief,Education,10-08-2023,189847,43768,4044,2775,232,111,203,3741,72.45,306,129601,3.54,External,Mobile,UK,228.42,Male,WanderlustJen
VID0223,Home Gardening Tips,Technology,11-08-2023,222888,23277,3756,6628,704,7,149,291,54.04,128,483237,4.25,External,Desktop,UK,423.01,Female,SmartTechie
VID0224,Epic Gaming Adventure,Gaming,12-08-2023,262044,24122,2015,3155,562,803,292,13406,56.13,556,442420,0.27,External,TV,Germany,557.35,Female,GamerKing
VID0225,Cooking with Flair,Education,13-08-2023,222165,40861,2092,3970,938,476,403,13514,34.1,354,541785,3.71,Search,Tablet,Germany,888.59,Male,LifeCoachAnna
VID0226,Healthy Living Tips,Education,14-08-2023,244662,5642,3644,7972,886,873,102,8687,50.95,490,473526,2.81,Suggested,TV,Germany,326.07,Male,TravelLover
VID0227,Healthy Living Tips,Entertainment,15-08-2023,167472,25576,2130,8775,725,459,23,4762,52.37,208,656728,5.11,Suggested,Tablet,India,133.56,Male,EduMath
VID0228,Tech Reviews: Best Smartphones,Entertainment,16-08-2023,398710,30884,357,5415,1686,252,367,4426,73.6,148,509215,3.43,Suggested,TV,USA,489.27,Female,WanderlustJen
VID0229,Educational Insights: Math,Technology,17-08-2023,212760,22840,2422,4331,1463,525,211,9165,94.66,498,420114,7.29,Suggested,Desktop,UK,746.72,Female,TravelLover
VID0230,Educational Insights: Math,Gaming,18-08-2023,123744,24917,4257,1942,1525,751,64,10571,39.64,578,213150,5.15,External,Tablet,USA,109.86,Female,InspireNow
VID0231,Inspirational Life Stories,Entertainment,19-08-2023,352575,47696,4545,6026,1298,437,448,12741,13.8,484,360000,1.38,Search,Mobile,USA,424.68,Female,StreetEats
VID0232,Fitness Routines for Beginners,Education,20-08-2023,206763,16152,1497,8301,1873,753,208,9296,54.67,55,376355,7.53,Suggested,Mobile,USA,17.79,Male,GadgetUnboxer
VID0233,Top Tech Innovations,Gaming,21-08-2023,491635,35253,2158,191,75,980,250,12826,59,519,808178,1.08,Direct,TV,Germany,33.56,Male,TechGuru
VID0234,Fashion Hacks for 2023,Gaming,22-08-2023,44001,47176,2555,9095,438,853,384,15751,25.16,37,152133,8.41,Search,TV,Germany,482.95,Female,GardenGuru
VID0235,Travel Vlog: Europe,Education,23-08-2023,68364,771,2342,861,1755,660,116,8636,78.44,545,934258,9.32,Direct,TV,UK,298.2,Male,Fashionista
VID0236,DIY Home Makeover,Entertainment,24-08-2023,388132,263,2951,6711,1883,235,115,19195,98.64,562,35012,3.29,Search,Tablet,UK,845.11,Female,SmartTechie
VID0237,Fitness Routines for Beginners,Education,25-08-2023,308172,41524,1238,9275,1979,305,236,13044,95.12,178,225726,9.27,Search,Mobile,UK,602.15,Male,GardenGuru
VID0238,Fitness Routines for Beginners,Gaming,26-08-2023,239506,44102,973,649,698,477,477,6373,27.74,517,208967,7.95,Search,Desktop,USA,453.93,Male,CarCritic
VID0239,Hidden Travel Destinations,Lifestyle,27-08-2023,229731,4895,4727,4134,1312,678,104,6384,88.78,54,844797,9.23,Direct,Tablet,Germany,407.94,Male,AdventureSeeker
VID0240,DIY Home Makeover,Lifestyle,28-08-2023,431789,10734,3965,7587,914,19,494,8917,73.4,584,941584,6.7,Suggested,TV,India,497.25,Female,FitnessPro
VID0241,Mind-Blowing Science Experiments,Technology,29-08-2023,132878,4898,1050,8828,1563,215,258,18162,50.85,454,464675,2.43,Suggested,Mobile,USA,40.44,Male,GamerKing
VID0242,Gaming Secrets Unveiled,Education,30-08-2023,387487,22520,3701,1036,890,854,45,8514,58.65,322,890325,8.96,Direct,TV,Canada,892.79,Female,AdventureSeeker
VID0243,Thrilling Game Walkthrough,Education,31-08-2023,188710,29400,2780,4131,691,134,310,17227,86.46,214,596932,1.92,Suggested,Desktop,USA,998.3,Male,GamerKing
VID0244,Thrilling Game Walkthrough,Technology,01-09-2023,129301,24445,1588,2148,252,904,330,16946,53.21,583,698345,2.21,External,Desktop,Germany,181.49,Male,TravelLover
VID0245,Fashion Hacks for 2023,Technology,02-09-2023,389439,10849,3878,5457,1149,128,215,18052,43.59,460,968625,2.78,Suggested,Mobile,Canada,120.38,Male,TechGuru
VID0246,Gaming Secrets Unveiled,Technology,03-09-2023,161829,38695,2368,6079,1200,409,469,11639,54.39,346,117863,3.11,External,Tablet,USA,143.58,Female,EduMath
VID0247,Tech Reviews: Best Smartphones,Gaming,04-09-2023,35636,25221,436,2430,1060,421,447,14093,62.12,427,313309,5.19,External,Desktop,Germany,661.03,Male,EduMath
VID0248,Fitness Routines for Beginners,Education,05-09-2023,212169,37587,2828,1879,409,293,491,13551,27.02,353,726272,7.16,External,Desktop,Germany,661.44,Male,FitnessPro
VID0249,Unboxing Latest Gadgets,Gaming,06-09-2023,180352,28511,1556,7542,1634,245,300,14792,91.08,594,182175,9.27,Direct,Desktop,India,847.92,Male,WanderlustJen
VID0250,Fashion Hacks for 2023,Technology,07-09-2023,287406,33461,3858,2011,1633,700,409,18220,70.68,575,152610,0.98,Suggested,Desktop,USA,751.83,Female,SmartTechie
VID0251,Thrilling Game Walkthrough,Education,08-09-2023,343579,21323,1304,3373,126,555,332,13434,66.99,105,618330,9.55,Suggested,TV,Germany,449.69,Male,DIYExpert
VID0252,Car Review: Latest Model,Gaming,09-09-2023,194283,7494,2384,7357,1506,85,448,8003,18.95,515,888243,9.22,Direct,TV,UK,612.86,Female,TravelLover
VID0253,Street Food Tasting,Gaming,10-09-2023,449058,14156,182,1289,1191,555,23,15729,64.38,117,490062,0.63,Direct,Tablet,Germany,688.28,Female,InspireNow
VID0254,Educational Insights: Math,Technology,11-09-2023,391727,28480,1589,1447,591,841,457,17840,20.89,261,801257,3.67,Suggested,Mobile,India,512.74,Male,ChefAntonio
VID0255,Street Food Tasting,Education,12-09-2023,451195,26135,1587,3199,293,374,34,1114,17.08,36,167464,8.15,Direct,Mobile,Germany,475.65,Female,CarCritic
VID0256,Street Food Tasting,Technology,13-09-2023,246596,30720,659,6381,1868,445,23,10960,57.46,579,395469,6.15,Direct,Mobile,USA,645.1,Male,LifeCoachAnna
VID0257,Inspirational Life Stories,Education,14-09-2023,475686,19977,159,7522,1661,377,27,17538,46.25,81,673856,7.81,External,Desktop,USA,557.47,Female,LifeCoachAnna
VID0258,Epic Gaming Adventure,Lifestyle,15-09-2023,432413,43504,3953,6059,1366,389,483,1864,62.99,425,855743,7.22,Direct,TV,Canada,643.94,Male,CarCritic
VID0259,Yoga for Stress Relief,Entertainment,16-09-2023,304988,31011,1011,3183,1019,656,463,6109,18.03,250,730143,5.02,External,TV,USA,612.85,Male,WanderlustJen
VID0260,Top Tech Innovations,Entertainment,17-09-2023,327898,32884,52,5462,309,50,487,9704,48.79,457,963215,0.51,Search,Tablet,Canada,719.2,Female,TechGuru
VID0261,Tech Reviews: Best Smartphones,Entertainment,18-09-2023,496084,3291,2307,3216,661,241,15,16112,25.73,172,117237,5.88,External,Mobile,UK,642.8,Female,LifeCoachAnna
VID0262,Home Gardening Tips,Technology,19-09-2023,428373,33260,1228,3136,527,293,58,767,98.84,392,456536,0.58,External,TV,India,519.74,Female,DIYExpert
VID0263,Yoga for Stress Relief,Lifestyle,20-09-2023,340273,25100,1035,3318,539,919,464,3470,60.5,411,263468,6.08,Direct,Tablet,UK,681.8,Male,SmartTechie
VID0264,Fitness Routines for Beginners,Education,21-09-2023,303186,39140,3702,2782,418,562,242,6076,71.87,590,407596,8.02,Suggested,Mobile,Canada,449.48,Female,InspireNow
VID0265,Thrilling Game Walkthrough,Gaming,22-09-2023,62665,49823,4045,9182,443,265,437,17878,39.29,306,765205,5.89,Search,Desktop,Germany,241.67,Female,CalmWithYoga
VID0266,Hidden Travel Destinations,Education,23-09-2023,247584,3731,4945,7657,684,119,206,8713,18.53,300,642506,9.97,Search,TV,Germany,1.42,Male,GadgetUnboxer
VID0267,Tech Reviews: Best Smartphones,Gaming,24-09-2023,117953,6272,4449,4920,1581,711,399,5699,97.83,43,329261,4.61,Search,TV,UK,559.96,Male,GameMaster
VID0268,Travel Vlog: Europe,Education,25-09-2023,477072,42180,1264,6324,839,916,270,3750,35.76,327,274161,7.51,Suggested,Mobile,Germany,590.66,Female,EduMath
VID0269,Epic Gaming Adventure,Lifestyle,26-09-2023,159448,23661,1884,6327,235,247,248,12449,48.14,493,677543,6.71,Search,Desktop,Canada,972.05,Female,CarCritic
VID0270,Tech Reviews: Best Smartphones,Gaming,27-09-2023,187626,24917,1809,8417,1462,69,481,9994,68.49,556,410592,9.92,Search,Desktop,India,361.48,Female,TravelLover
VID0271,Hidden Travel Destinations,Technology,28-09-2023,146271,20381,3167,776,213,852,266,3290,12.22,263,365712,7.16,Suggested,TV,USA,394.13,Female,DIYExpert
VID0272,Inspirational Life Stories,Education,29-09-2023,119533,28771,3797,5208,84,56,192,15445,82.92,56,974358,1.72,Search,Mobile,Canada,201.8,Male,TravelLover
VID0273,Home Gardening Tips,Education,30-09-2023,475628,25464,2341,687,793,381,334,8889,58.29,500,467518,9.56,Direct,Tablet,Canada,70.53,Female,LifeCoachAnna
VID0274,Top Tech Innovations,Gaming,01-10-2023,445164,41774,3414,529,1767,38,217,491,35.04,122,732579,6.71,Direct,TV,USA,772.8,Female,GamerKing
VID0275,Top Tech Innovations,Technology,02-10-2023,74781,27525,817,5067,84,983,114,17559,15.54,338,773908,0.69,External,Desktop,USA,249.68,Male,GameMaster
VID0276,Cooking with Flair,Technology,03-10-2023,466966,28702,2437,8080,1944,800,67,2750,24.62,81,779110,6.61,External,Tablet,India,608.9,Female,GameMaster
VID0277,Home Gardening Tips,Lifestyle,04-10-2023,67262,23353,888,5518,1512,442,298,13700,90.55,348,480318,8.84,External,Mobile,India,687.77,Male,GameMaster
VID0278,Fashion Hacks for 2023,Technology,05-10-2023,309744,23572,667,2153,64,17,324,14417,71.74,210,901948,5.81,Direct,Desktop,India,471.24,Male,CalmWithYoga
VID0279,Fitness Routines for Beginners,Technology,06-10-2023,77898,49330,4728,9486,1669,951,482,18868,32.49,598,209985,3.6,Direct,Tablet,Germany,876.35,Male,CarCritic
VID0280,Fitness Routines for Beginners,Technology,07-10-2023,456699,8180,2624,6094,662,731,396,17293,15.9,149,272626,8.23,Direct,TV,Canada,443.79,Female,InspireNow
VID0281,Home Gardening Tips,Entertainment,08-10-2023,150369,7199,4232,6974,626,824,393,15663,72.16,72,992508,7.85,External,Desktop,USA,284.91,Male,CarCritic
VID0282,Inspirational Life Stories,Lifestyle,09-10-2023,31448,25531,4523,9718,63,755,74,6995,61.52,289,420314,5.49,External,Mobile,Canada,896.02,Female,CalmWithYoga
VID0283,Yoga for Stress Relief,Education,10-10-2023,289316,31286,818,4774,1366,351,465,17643,46.41,226,146211,1.63,External,Desktop,Canada,861.56,Male,EduMath
VID0284,Tech Reviews: Best Smartphones,Gaming,11-10-2023,437090,47784,2188,7692,938,971,481,1631,42.73,284,594998,2.58,External,TV,India,164.04,Male,GardenGuru
VID0285,Hidden Travel Destinations,Education,12-10-2023,8657,30211,1106,3103,1898,815,102,5581,29.51,365,594640,7.41,External,Mobile,India,25.96,Male,EduMath
VID0286,Epic Gaming Adventure,Lifestyle,13-10-2023,478602,39951,2224,2440,918,297,296,10974,70.27,582,900550,8.08,External,TV,Canada,89.99,Male,LifeCoachAnna
VID0287,Cooking with Flair,Gaming,14-10-2023,257689,22714,197,4135,1375,282,489,6263,97.36,531,779927,2.86,Direct,Tablet,India,286.55,Female,TechGuru
VID0288,Unboxing Latest Gadgets,Lifestyle,15-10-2023,419641,26824,2671,7124,1181,585,177,5364,25.81,284,10195,3.74,Suggested,Desktop,Germany,972.26,Female,CalmWithYoga
VID0289,Top Tech Innovations,Technology,16-10-2023,420901,42091,3492,5201,1612,109,214,17715,63.74,543,49082,0.87,Suggested,TV,USA,558.52,Female,ScienceNerd
VID0290,Yoga for Stress Relief,Gaming,17-10-2023,375999,5040,2448,844,490,179,454,15990,48.18,271,293738,7.16,External,Tablet,Canada,373.26,Male,DIYExpert
VID0291,Inspirational Life Stories,Technology,18-10-2023,418794,28858,470,446,1681,937,314,18907,50.2,178,716495,0.14,Suggested,Mobile,USA,888.72,Male,TechGuru
VID0292,Fitness Routines for Beginners,Education,19-10-2023,160903,36324,1948,3915,1878,543,38,11867,32.87,328,284831,0.56,Suggested,Mobile,Germany,453.14,Male,LifeCoachAnna
VID0293,Top Tech Innovations,Education,20-10-2023,8906,7888,3899,3109,1486,745,258,8171,84.26,482,904945,0.14,Direct,Tablet,India,315.24,Male,Fashionista
VID0294,Fitness Routines for Beginners,Gaming,21-10-2023,324557,28182,2010,1234,1248,793,203,15640,53.67,422,653509,6.49,External,Tablet,UK,941.22,Female,InspireNow
VID0295,Fitness Routines for Beginners,Gaming,22-10-2023,55028,24134,3800,6587,1940,24,6,3008,58.91,241,631471,4.23,External,Mobile,Germany,849.52,Female,GadgetUnboxer
VID0296,Car Review: Latest Model,Lifestyle,23-10-2023,270431,35579,4118,226,312,842,48,4812,37.43,567,788146,3.05,Suggested,TV,UK,843.67,Female,StreetEats
VID0297,Gaming Secrets Unveiled,Lifestyle,24-10-2023,296804,11380,3796,4143,614,790,25,12290,26.36,160,810872,9.14,External,Tablet,USA,512.28,Male,Fashionista
VID0298,Tech Reviews: Best Smartphones,Technology,25-10-2023,469974,18152,3988,7185,918,737,160,19999,17.73,358,519882,2.01,External,TV,Canada,789.44,Male,GamerKing
VID0299,Street Food Tasting,Gaming,26-10-2023,323648,16631,234,5558,1882,56,356,19887,74.27,285,569194,3.95,External,Mobile,India,179.35,Male,FitnessPro
VID0300,Yoga for Stress Relief,Education,27-10-2023,191792,22904,928,186,812,179,175,10250,27.66,508,961485,9.41,External,TV,Germany,573.22,Female,TechGuru
VID0301,Yoga for Stress Relief,Lifestyle,28-10-2023,103979,29003,3607,2535,939,231,78,19219,72.11,590,147549,4.33,Suggested,TV,India,983.85,Female,Fashionista
VID0302,Hidden Travel Destinations,Lifestyle,29-10-2023,35701,44957,522,1932,1489,893,1,4591,45.13,92,438555,5.59,Search,Tablet,UK,290.96,Male,ChefAntonio
VID0303,Tech Reviews: Best Smartphones,Education,30-10-2023,84300,10242,3523,9040,1111,342,488,14019,47.42,340,451590,0.9,Suggested,TV,UK,794.35,Female,AdventureSeeker
VID0304,Yoga for Stress Relief,Lifestyle,31-10-2023,242249,49617,4526,2032,1906,476,382,14268,52.23,436,845346,7.92,Direct,TV,Canada,490.48,Female,GameMaster
VID0305,Unboxing Latest Gadgets,Technology,01-11-2023,149746,48455,4888,1252,1326,798,454,8693,43.09,134,364084,4.29,Search,TV,UK,39.81,Female,SmartTechie
VID0306,Epic Gaming Adventure,Gaming,02-11-2023,84560,9966,1629,5509,679,575,415,17458,19.06,44,943542,8.03,Search,Mobile,Canada,763.02,Male,ChefAntonio
VID0307,Mind-Blowing Science Experiments,Education,03-11-2023,243615,4631,4628,5074,434,454,131,16707,37.87,288,236494,2.61,Search,Mobile,Germany,168.57,Male,CarCritic
VID0308,Thrilling Game Walkthrough,Gaming,04-11-2023,418090,45554,1316,1881,681,231,275,4713,69.74,441,890501,4.28,Suggested,Desktop,Canada,631.47,Male,StreetEats
VID0309,Healthy Living Tips,Lifestyle,05-11-2023,44642,38198,2857,269,1158,288,497,11526,69.92,288,712101,7.89,Direct,Mobile,UK,85.66,Female,EduMath
VID0310,Top Tech Innovations,Lifestyle,06-11-2023,492036,38378,1124,1630,1073,212,116,16709,35.76,289,205073,9.74,Suggested,Mobile,USA,946.87,Female,LifeCoachAnna
VID0311,Cooking with Flair,Education,07-11-2023,328304,28238,2587,4405,1455,257,163,8283,51.41,74,730993,0.69,Direct,Desktop,Canada,291.72,Female,TechGuru
VID0312,Street Food Tasting,Technology,08-11-2023,280746,27165,1023,6139,339,529,287,17825,27.41,360,60981,8.14,Suggested,Desktop,India,226.46,Female,TechGuru
